stop_id,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,wheelchair_boarding
EGAN2,"Eglantine",,47.23508118,-1.58835873,,,0,EGAN,1
EGLI1,"Egalité",,47.20922862,-1.58844494,,,0,EGLI,1
EGLI2,"Egalité",,47.20939483,-1.58885365,,,0,EGLI,1
EGLI3,"Égalité",,47.20936786,-1.58700122,,,0,EGLI,1
EGLI4,"Égalité",,47.20837059,-1.58719244,,,0,EGLI,2
EGLI6,"Égalité",,47.20915674,-1.58791096,,,0,EGLI,2
EINS1,"Einstein",,47.26412601,-1.57117427,,,0,EINS,1
EINS2,"Einstein",,47.26413048,-1.57104228,,,0,EINS,1
EMBE1,"Embellie",,47.26472122,-1.51869135,,,0,EMBE,1
EMBE2,"Embellie",,47.26554307,-1.51835371,,,0,EMBE,1
ENCO1,"Ennerie - Corbon",,47.14197580,-1.70470652,,,0,ENCO,2
ENCO2,"Ennerie - Corbon",,47.14187209,-1.70509475,,,0,ENCO,2
ENRI1,"Ennerie",,47.14026156,-1.70734952,,,0,ENRI,2
EPEL1,"Écoles",,47.19778763,-1.75927383,,,0,EPEL,1
EPEL2,"Écoles",,47.19752281,-1.75912140,,,0,EPEL,1
EPIN1,"Épinais",,47.13632633,-1.61055959,,,0,EPIN,2
EPIN2,"Épinais",,47.13614664,-1.61054635,,,0,EPIN,2
EPYY1,"Epinay",,47.29234637,-1.48692971,,,0,EPYY,2
EPYY2,"Epinay",,47.29225652,-1.48692328,,,0,EPYY,1
EQPE1,"Équipement",,47.22381394,-1.57536864,,,0,EQPE,1
EQPE2,"Équipement",,47.22389035,-1.57577086,,,0,EQPE,1
ERAC1,"Erdre Active",,47.28314713,-1.54397669,,,0,ERAC,2
ERAC2,"Erdre Active",,47.28314269,-1.54410872,,,0,ERAC,2
ERDI1,"Éraudière",,47.24175708,-1.53475725,,,0,ERDI,1
ERDI2,"Éraudière",,47.24157296,-1.53487617,,,0,ERDI,1
ERDI3,"Éraudière",,47.24264226,-1.53521809,,,0,ERDI,2
ERDI4,"Éraudière",,47.24301493,-1.53484831,,,0,ERDI,2
ESCA1,"Escall",,47.19941211,-1.50288652,,,0,ESCA,1
ESCA2,"Escall",,47.19939893,-1.50328200,,,0,ESCA,1
ESOR1,"Écoles",,47.14544898,-1.52753353,,,0,ESOR,1
ESOR2,"Écoles",,47.14666265,-1.52894123,,,0,ESOR,1
ESUE1,"Eugène Sue",,47.23328862,-1.59602902,,,0,ESUE,2
ESUE2,"Eugène Sue",,47.23328862,-1.59602902,,,0,ESUE,2
EUCA1,"Europe",,47.26016090,-1.50420697,,,0,EUCA,2
EUCA2,"Europe",,47.26120195,-1.50269421,,,0,EUCA,2
EUVE1,"Europe",,47.17300614,-1.47629459,,,0,EUVE,1
EUVE2,"Europe",,47.17308726,-1.47656452,,,0,EUVE,1
EVET1,"École Vétérinaire",,47.29007265,-1.52277102,,,0,EVET,1
EVET2,"École Vétérinaire",,47.29085918,-1.52348969,,,0,EVET,1
EVRD1,"Evardière",,47.29879071,-1.56616373,,,0,EVRD,2
EVRD2,"Evardière",,47.29823324,-1.56400472,,,0,EVRD,2
FACU1,"Facultés",,47.24584828,-1.55502498,,,0,FACU,1
FACU2,"Facultés",,47.24565523,-1.55540772,,,0,FACU,1
FACU3,"Facultés",,47.24673337,-1.55548619,,,0,FACU,1
FACU4,"Facultés",,47.24682767,-1.55536079,,,0,FACU,2
FADI1,"Fardière",,47.19850886,-1.60695252,,,0,FADI,1
FADI2,"Fardière",,47.19820813,-1.60521242,,,0,FADI,1
FALI1,"Fallières",,47.22494189,-1.57928530,,,0,FALI,1
FALI2,"Fallières",,47.22493741,-1.57941718,,,0,FALI,1
FANE1,"Faneurs",,47.21375066,-1.70259309,,,0,FANE,1
FANE2,"Faneurs",,47.21367931,-1.70205892,,,0,FANE,1
FATA1,"Fantaisie",,47.25352966,-1.57555877,,,0,FATA,2
FATA2,"Fantaisie",,47.25365531,-1.57450970,,,0,FATA,2
FAUV1,"Fauvelière",,47.28299968,-1.50531922,,,0,FAUV,2
FAUV2,"Fauvelière",,47.28283317,-1.50491020,,,0,FAUV,2
FBLA2,"Fresche Blanc",,47.25312647,-1.55820038,,,0,FBLA,2
FBLA3,"Fresche Blanc",,47.25290149,-1.55686119,,,0,FBLA,1
FDDR2,"Fac de Droit",,47.24378547,-1.55209745,,,0,FDDR,1
FDDR3,"Fac de Droit",,47.24378992,-1.55196551,,,0,FDDR,1
FDLE1,"Fac de Lettres",,47.24550588,-1.55182578,,,0,FDLE,1
FDLE2,"Fac de Lettres",,47.24541603,-1.55181925,,,0,FDLE,1
FERI1,"Ferrière",,47.24335125,-1.59147869,,,0,FERI,1
FERI2,"Ferrière",,47.24307723,-1.59159082,,,0,FERI,1
FERI3,"Ferrière",,47.24435750,-1.59102357,,,0,FERI,1
FERI4,"Ferrière",,47.24445633,-1.59076630,,,0,FERI,1
FFAU1,"Félix Faure",,47.22733500,-1.56980855,,,0,FFAU,1
FFAU2,"Félix Faure",,47.22698903,-1.56938663,,,0,FFAU,1
FFAU3,"Félix Faure",,47.22714190,-1.57019110,,,0,FFAU,1
FFAU4,"Félix Faure",,47.22777976,-1.56997325,,,0,FFAU,1
FGRI1,"Fief Guérin",,47.14396105,-1.66076091,,,0,FGRI,2
FGRI2,"Fief Guérin",,47.14388036,-1.66049085,,,0,FGRI,2
FLAN1,"Flandre",,47.28564602,-1.54733483,,,0,FLAN,1
FLAN2,"Flandre",,47.28575364,-1.54681321,,,0,FLAN,1
FLEU1,"Fleuriaye",,47.29850645,-1.49941791,,,0,FLEU,1
FLEU2,"Fleuriaye",,47.29832236,-1.49953708,,,0,FLEU,2
FLEU3,"Fleuriaye",,47.29928873,-1.50026843,,,0,FLEU,2
FLEU4,"Fleuriaye",,47.29893373,-1.50011054,,,0,FLEU,1
FLRI1,"Floride",,47.21348186,-1.60369399,,,0,FLRI,1
FLRI2,"Floride",,47.21347735,-1.60382584,,,0,FLRI,1
FLTR1,"Flora Tristan",,47.17633201,-1.54389596,,,0,FLTR,2
FLTR2,"Flora Tristan",,47.17579736,-1.54372512,,,0,FLTR,1
FLUR1,"Fleurs",,47.21583272,-1.71768908,,,0,FLUR,1
FLUR2,"Fleurs",,47.21582344,-1.71795278,,,0,FLUR,1
FMIT1,"François Mitterrand",,47.22203468,-1.63790515,,,0,FMIT,1
FMIT2,"François Mitterrand",,47.22210178,-1.63857119,,,0,FMIT,1
FMIT4,"François Mitterrand",,47.22194029,-1.63803035,,,0,FMIT,1
FMIT5,"François Mitterrand",,47.22208814,-1.63896681,,,0,FMIT,1
FMIT6,"François Mitterrand",,47.22208814,-1.63896681,,,0,FMIT,1
FMIT7,"François Mitterrand",,47.22218253,-1.63884161,,,0,FMIT,1
FNLL1,"Fresnel",,47.24286067,-1.52333113,,,0,FNLL,2
FNLL2,"Fresnel",,47.24304037,-1.52334410,,,0,FNLL,1
FNSO1,"Fenaison",,47.26970664,-1.59248947,,,0,FNSO,1
FOC78,"Foch-Cathédrale",,47.21971125,-1.55021528,,,0,FOCH,1
FOCH1,"Foch-Cathédrale",,47.21934742,-1.55032104,,,0,FOCH,1
FOCH2,"Foch-Cathédrale",,47.21925758,-1.55031451,,,0,FOCH,1
FOCH3,"Foch-Cathédrale",,47.21925313,-1.55044639,,,0,FOCH,1
FOCH4,"Foch-Cathédrale",,47.21879945,-1.55054562,,,0,FOCH,1
FOCH5,"Foch-Cathédrale",,47.21979221,-1.55048556,,,0,FOCH,1
FOND1,"Fonderies",,47.20641203,-1.54396268,,,0,FOND,1
FOND2,"Fonderies",,47.20642091,-1.54369900,,,0,FOND,1
FORU2,"Forum d'Orvault",,47.25443054,-1.61517856,,,0,FORU,2
FORU3,"Forum d'Orvault",,47.25407117,-1.61515199,,,0,FORU,1
FOTA1,"Fontaine",,47.20535781,-1.48930440,,,0,FOTA,1
FOTA2,"Fontaine",,47.20554189,-1.48918540,,,0,FOTA,1
FOUL1,"Foulquier",,47.30973659,-1.54604116,,,0,FOUL,1
FOUL2,"Foulquier",,47.30981755,-1.54631189,,,0,FOUL,1
FRAC1,"Frachon",,47.21895013,-1.62022527,,,0,FRAC,1
FRAC2,"Frachon",,47.21911170,-1.62076603,,,0,FRAC,1
FRBA1,"Frébaudière",,47.27223426,-1.62655239,,,0,FRBA,1
FRBA2,"Frébaudière",,47.27246750,-1.62762836,,,0,FRBA,1
FRCH1,"Fraîches",,47.17455019,-1.48948053,,,0,FRCH,1
FRCH2,"Fraîches",,47.17487456,-1.49056037,,,0,FRCH,1
FRET1,"Forêt",,47.24434768,-1.57541602,,,0,FRET,1
FRET2,"Forêt",,47.24425336,-1.57554138,,,0,FRET,1
FRGA1,"Frégate",,47.23525876,-1.47570796,,,0,FRGA,2
FRGA2,"Frégate",,47.23524567,-1.47610372,,,0,FRGA,2
FRII1,"François II",,47.21839050,-1.68324467,,,0,FRII,1
FRII2,"François II",,47.21823841,-1.68244001,,,0,FRII,1
FRKL1,"Franklin",,47.22581434,-1.61967530,,,0,FRKL,1
FRKL2,"Franklin",,47.22599403,-1.61968859,,,0,FRKL,1
FRMO1,"Frémoire",,47.15242571,-1.47496169,,,0,FRMO,2
FRMO2,"Frémoire",,47.15328061,-1.47634280,,,0,FRMO,2
FRNE1,"Frênes",,47.25323850,-1.48757200,,,0,FRNE,1
FRNE2,"Frênes",,47.25323850,-1.48757200,,,0,FRNE,1
FRON3,"Frêne Rond",,47.19035074,-1.49642323,,,0,FRON,1
FRON4,"Frêne Rond",,47.19026089,-1.49641680,,,0,FRON,1
FTAB1,"Félix Tableau",,47.18748742,-1.54695065,,,0,FTAB,1
FTAB2,"Félix Tableau",,47.18740202,-1.54681233,,,0,FTAB,1
FTAB3,"Félix Tableau",,47.18801317,-1.54738515,,,0,FTAB,1
FTAB4,"Félix Tableau",,47.18831382,-1.54648212,,,0,FTAB,1
FTDO1,"Fructidor",,47.24010857,-1.55963273,,,0,FTDO,2
FTDO2,"Fructidor",,47.23952046,-1.56104460,,,0,FTDO,1
GADO1,"Gandonnière",,47.30703916,-1.54054855,,,0,GADO,2
GADO2,"Gandonnière",,47.30712900,-1.54055507,,,0,GADO,2
GAGN1,"Gagnerie",,47.23223083,-1.50722581,,,0,GAGN,1
GAGN2,"Gagnerie",,47.23222643,-1.50735772,,,0,GAGN,1
GAIL1,"Garillère",,47.19251060,-1.52075715,,,0,GAIL,1
GAIL2,"Garillère",,47.19240751,-1.52114610,,,0,GAIL,1
GALH1,"Galheur",,47.16597257,-1.58118031,,,0,GALH,2
GALH2,"Galheur",,47.16673615,-1.57991548,,,0,GALH,1
GAMB1,"Gambetta",,47.22352508,-1.53859380,,,0,GAMB,1
GAMB2,"Gambetta",,47.22352065,-1.53872569,,,0,GAMB,2
GARO1,"Garotterie",,47.12620991,-1.62710292,,,0,GARO,2
GARO2,"Garotterie",,47.12620991,-1.62710292,,,0,GARO,2
GATI1,"Gâtine",,47.21341590,-1.66053039,,,0,GATI,1
GATI2,"Gâtine",,47.21324994,-1.66012141,,,0,GATI,1
GAUT1,"Gautellerie",,47.17742295,-1.60196482,,,0,GAUT,1
GAUT2,"Gautellerie",,47.17741844,-1.60209659,,,0,GAUT,1
GBLO1,"Grand Blottereau",,47.22975836,-1.51114692,,,0,GBLO,1
GBLO2,"Grand Blottereau",,47.22975396,-1.51127882,,,0,GBLO,1
GBNI1,"Guiblinière",,47.29231724,-1.52028568,,,0,GBNI,1
GBNI2,"Guiblinière",,47.29240267,-1.52042422,,,0,GBNI,1
GBTA1,"Grande-Bretagne",,47.26220345,-1.50236925,,,0,GBTA,2
GBTA2,"Grande-Bretagne",,47.26230208,-1.50211173,,,0,GBTA,2
GCAR1,"Grand Carcouët",,47.23150986,-1.59272469,,,0,GCAR,1
GCAR2,"Grand Carcouët",,47.23150536,-1.59285659,,,0,GCAR,1
GCAR3,"Grand Carcouët",,47.23109211,-1.59176840,,,0,GCAR,1
GCAR4,"Grand Carcouët",,47.23134815,-1.59218390,,,0,GCAR,1
GCEN1,"Grande Censive",,47.25246754,-1.54836375,,,0,GCEN,1
GCEN2,"Grande Censive",,47.25214465,-1.54992762,,,0,GCEN,1
GCEN3,"Grande Censive",,47.25134494,-1.54960493,,,0,GCEN,1
GCH98,"Gachet",,47.29327618,-1.52392909,,,0,GCHE,2
GCHE1,"Gachet",,47.29336602,-1.52393558,,,0,GCHE,1
GCHE2,"Gachet",,47.29264284,-1.52401570,,,0,GCHE,1
GCSO1,"Glacisol",,47.25168445,-1.50452395,,,0,GCSO,1
GCSO2,"Glacisol",,47.25150915,-1.50437908,,,0,GCSO,1
GDCH2,"Gare de Chantenay",,47.19778236,-1.59394851,,,0,GDCH,1
GDCH3,"Gare de Chantenay",,47.19788570,-1.59355966,,,0,GDCH,1
GDCH4,"Gare de Chantenay",,47.19779586,-1.59355306,,,0,GDCH,1
GDCH5,"Gare de Chantenay",,47.19783622,-1.59500965,,,0,GDCH,1
GDEN1,"Goldens",,47.16175622,-1.50045104,,,0,GDEN,1
GDEN2,"Goldens",,47.16196226,-1.49967350,,,0,GDEN,1
GDNN1,"Gendronnerie",,47.12732846,-1.63906358,,,0,GDNN,1
GDNN2,"Gendronnerie",,47.12702253,-1.64009670,,,0,GDNN,1
GDOU1,"Grande Ouche",,47.18135389,-1.57913541,,,0,GDOU,1
GDOU2,"Grande Ouche",,47.18133597,-1.57966252,,,0,GDOU,1
GDPI1,"Grande Pièce",,47.19896414,-1.51091509,,,0,GDPI,2
GDPI2,"Grande Pièce",,47.19907160,-1.51039424,,,0,GDPI,1
GDRE1,"Guindré",,47.23959313,-1.53750999,,,0,GDRE,1
GDRE2,"Guindré",,47.23921601,-1.53801165,,,0,GDRE,1
GELL1,"Grande Noëlle",,47.16241793,-1.50221513,,,0,GELL,1
GELL2,"Grande Noëlle",,47.16232808,-1.50220869,,,0,GELL,1
GERA1,"Géraudière",,47.26173999,-1.56716305,,,0,GERA,2
GERA2,"Géraudière",,47.26173999,-1.56716305,,,0,GERA,1
GERA3,"Géraudière",,47.26266076,-1.56656877,,,0,GERA,2
GERA4,"Géraudière",,47.26289456,-1.56764428,,,0,GERA,2
GERA5,"Géraudière",,47.26221600,-1.56640399,,,0,GERA,2
GESV1,"Gesvrine",,47.27009140,-1.55189430,,,0,GESV,1
GESV2,"Gesvrine",,47.26981296,-1.55213869,,,0,GESV,1
GEVR1,"Gesvres",,47.26390010,-1.54853315,,,0,GEVR,1
GEVR2,"Gesvres",,47.26371152,-1.54878406,,,0,GEVR,1
GGAU1,"Gergaudière",,47.28965609,-1.58588183,,,0,GGAU,2
GGAU2,"Gergaudière",,47.28984026,-1.58576298,,,0,GGAU,2
GGNO1,"Grignon",,47.21638639,-1.46630003,,,0,GGNO,1
GGNO2,"Grignon",,47.21647189,-1.46643829,,,0,GGNO,1
GGUI1,"Gauguin",,47.16669088,-1.55468713,,,0,GGUI,1
GGUI2,"Gauguin",,47.16692925,-1.55562893,,,0,GGUI,1
GIAR1,"Gilarderie",,47.18606472,-1.68293107,,,0,GIAR,1
GIAR2,"Gilarderie",,47.18589884,-1.68252224,,,0,GIAR,1
GIBR1,"Gibraye",,47.20513022,-1.51505887,,,0,GIBR,1
GIBR2,"Gibraye",,47.20495660,-1.51755738,,,0,GIBR,1
GIND1,"Gare d'Indre",,47.20496928,-1.66254284,,,0,GIND,1
GIND2,"Gare d'Indre",,47.20521592,-1.66322213,,,0,GIND,1
GIQU1,"Gicquelière",,47.25807410,-1.45841813,,,0,GIQU,1
GIQU2,"Gicquelière",,47.25814223,-1.45908439,,,0,GIQU,1
GLAU1,"Grillaud",,47.21972216,-1.58181162,,,0,GLAU,1
GLAU2,"Grillaud",,47.22026571,-1.58171923,,,0,GLAU,1
GLDE1,"Grande Lande",,47.19246766,-1.49776396,,,0,GLDE,1
GLDE2,"Grande Lande",,47.19229235,-1.49761927,,,0,GLDE,1
GLEI1,"Grolerie",,47.17268334,-1.47244142,,,0,GLEI,1
GLEI2,"Grolerie",,47.17277319,-1.47244781,,,0,GLEI,1
GLIE1,"Gilière",,47.29942955,-1.55257368,,,0,GLIE,2
GLIE2,"Gilière",,47.29922316,-1.55335302,,,0,GLIE,1
GLNE1,"Galarne",,47.20814414,-1.52994633,,,0,GLNE,1
GLNE2,"Galarne",,47.20814857,-1.52981448,,,0,GLNE,1
GLOU1,"Grange au Loup",,47.26383873,-1.51545241,,,0,GLOU,2
GLOU2,"Grange au Loup",,47.26365022,-1.51570343,,,0,GLOU,2
GMAR1,"Gare Maritime",,47.20705322,-1.57295377,,,0,GMAR,1
GMAR2,"Gare Maritime",,47.20703980,-1.57334929,,,0,GMAR,1
GMAR3,"Gare Maritime",,47.20688247,-1.57267696,,,0,GMAR,1
GMAR9,"Gare Maritime",,47.20523842,-1.57334983,,,0,GMAR,1
GMOL1,"Guy Mollet",,47.24904183,-1.55380245,,,0,GMOL,1
GMOL2,"Guy Mollet",,47.24921262,-1.55407942,,,0,GMOL,1
GMOL3,"Guy Mollet",,47.24928020,-1.55474569,,,0,GMOL,2
GNRA1,"Greneraie",,47.19973652,-1.53356759,,,0,GNRA,1
GNRA2,"Greneraie",,47.19955683,-1.53355459,,,0,GNRA,1
GNRA3,"Greneraie",,47.19962010,-1.53435205,,,0,GNRA,1
GNRA4,"Greneraie",,47.19927843,-1.53379875,,,0,GNRA,1
GNRA5,"Greneraie",,47.19948912,-1.53288896,,,0,GNRA,1
GNRA6,"Greneraie",,47.19930942,-1.53287597,,,0,GNRA,1
GNRA7,"Greneraie",,47.19910759,-1.53352211,,,0,GNRA,1
GOBI2,"Gobinière",,47.24963128,-1.58691364,,,0,GOBI,1
GOBI3,"Gobinière",,47.24935726,-1.58702581,,,0,GOBI,1
GOLF1,"Golf",,47.23649968,-1.60486096,,,0,GOLF,2
GOLF2,"Golf",,47.23624819,-1.60431345,,,0,GOLF,2
GONI1,"Gournière",,47.26846441,-1.54939421,,,0,GONI,1
GONI2,"Gournière",,47.26828472,-1.54938114,,,0,GONI,1
GPOR1,"Grand Portail",,47.20225108,-1.52304507,,,0,GPOR,1
GPOR2,"Grand Portail",,47.20142037,-1.52364591,,,0,GPOR,1
GPRO1,"Gare de Pont Rousseau",,47.19291920,-1.54879820,,,0,GPRO,1
GPRO2,"Gare de Pont Rousseau",,47.19308111,-1.54933848,,,0,GPRO,1
GRAM1,"Grammoire",,47.18357282,-1.47268780,,,0,GRAM,2
GRAM2,"Grammoire",,47.18364959,-1.47308957,,,0,GRAM,2
GRCH1,"Grand Chemin",,47.19735309,-1.78408692,,,0,GRCH,1
GRCH2,"Grand Chemin",,47.19727269,-1.78381640,,,0,GRCH,1
GRET1,"Gare de l'Etat",,47.20397352,-1.56017356,,,0,GRET,1
GRET2,"Gare de l'Etat",,47.20470120,-1.55996222,,,0,GRET,1
GRIM1,"Grimm",,47.21663608,-1.64556813,,,0,GRIM,1
GRIM2,"Grimm",,47.21606058,-1.64658287,,,0,GRIM,1
GRIM3,"Grimm",,47.21609703,-1.64552801,,,0,GRIM,1
GRIM4,"Grimm",,47.21687826,-1.64637935,,,0,GRIM,2
GRLI1,"Graslin",,47.21277904,-1.56345851,,,0,GRLI,1
GRLI2,"Graslin",,47.21269365,-1.56332010,,,0,GRLI,1
GRMA1,"Grimau",,47.22776755,-1.65446267,,,0,GRMA,2
GRMA2,"Grimau",,47.22829746,-1.65476667,,,0,GRMA,2
GRPO1,"Gripots",,47.19239539,-1.49181313,,,0,GRPO,1
GRPO2,"Gripots",,47.19248962,-1.49168774,,,0,GRPO,1
GRTE1,"Garotterie",,47.22499944,-1.60665786,,,0,GRTE,1
GRTE2,"Garotterie",,47.22436152,-1.60687526,,,0,GRTE,2
GRVI1,"Guérivières",,47.20535928,-1.46749872,,,0,GRVI,1
GRVI2,"Guérivières",,47.20509408,-1.46734771,,,0,GRVI,1
GRZI1,"Grezillières",,47.21426080,-1.47883802,,,0,GRZI,1
GRZI2,"Grezillières",,47.21436811,-1.47831696,,,0,GRZI,1
GSAN1,"George Sand",,47.16575765,-1.54497861,,,0,GSAN,1
GSAN2,"George Sand",,47.16582084,-1.54577558,,,0,GSAN,1
GSEN1,"Grasse Noue",,47.28024494,-1.58188223,,,0,GSEN,2
GSEN2,"Grasse Noue",,47.28024494,-1.58188223,,,0,GSEN,2
GSIN1,"Grassinière",,47.16583171,-1.50787434,,,0,GSIN,1
GSIN2,"Grassinière",,47.16582731,-1.50800609,,,0,GSIN,1
GSNO1,"Gare Nord",,47.21782151,-1.54214643,,,0,GSNO,1
GSNO2,"Gare Nord",,47.21780375,-1.54267391,,,0,GSNO,1
GSS98,"Gare Sud",,47.21529692,-1.54222777,,,0,GSSU,1
GSSU3,"Gare Sud",,47.21521152,-1.54208939,,,0,GSSU,1
GSSU4,"Gare Sud",,47.21538233,-1.54236615,,,0,GSSU,1
GSSU5,"Gare Sud",,47.21547662,-1.54224080,,,0,GSSU,1
GSSU6,"Gare Sud",,47.21529692,-1.54222777,,,0,GSSU,1
GTAE1,"Grootaers",,47.23961818,-1.58472423,,,0,GTAE,1
GTAE2,"Grootaers",,47.23933968,-1.58496831,,,0,GTAE,1
GTLA1,"Garettes-Landreau",,47.27317170,-1.63072434,,,0,GTLA,1
GTLA2,"Garettes-Landreau",,47.27309094,-1.63045367,,,0,GTLA,1
GTVE1,"Gaston Veil",,47.20997839,-1.55572043,,,0,GTVE,1
GTVE2,"Gaston Veil",,47.21016254,-1.55560165,,,0,GTVE,1
GULO1,"Guilloterie",,47.17236984,-1.55721314,,,0,GULO,1
GULO2,"Guilloterie",,47.17254507,-1.55735797,,,0,GULO,1
GURO1,"Gustave Roch",,47.20364299,-1.55129487,,,0,GURO,2
GURO2,"Gustave Roch",,47.20406998,-1.55198669,,,0,GURO,2
GURO3,"Gustave Roch",,47.20362075,-1.55195405,,,0,GURO,1
GVNO1,"Gare de Vertou Nord",,47.18707788,-1.47835377,,,0,GVNO,1
GVNO2,"Gare de Vertou Nord",,47.18707351,-1.47848557,,,0,GVNO,1
GVSU1,"Gare de Vertou Sud",,47.18569263,-1.47666976,,,0,GVSU,1
GVSU2,"Gare de Vertou Sud",,47.18587233,-1.47668256,,,0,GVSU,1
HAL99,"Haluchère - Batignolles",,47.24917204,-1.52312542,,,0,HALU,1
HALA1,"Haluchère - Batignolles",,47.24884798,-1.52204389,,,0,HALU,1
HALA2,"Haluchère - Batignolles",,47.24910869,-1.52232724,,,0,HALU,1
HALA4,"Haluchère - Batignolles",,47.24945041,-1.52288098,,,0,HALU,1
HALD1,"Haluchère - Batignolles",,47.24936057,-1.52287449,,,0,HALU,1
HALE2,"Haluchère - Batignolles",,47.24892458,-1.52244622,,,0,HALU,1
HALF1,"Haluchère - Batignolles",,47.24924422,-1.52365971,,,0,HALU,1
HALF2,"Haluchère - Batignolles",,47.24917204,-1.52312542,,,0,HALU,1
HALF3,"Haluchère - Batignolles",,47.24890692,-1.52297402,,,0,HALU,1
HALG1,"Haluchère - Batignolles",,47.24830007,-1.52226888,,,0,HALU,1
HARO1,"Harouys",,47.21689462,-1.56693114,,,0,HARO,1
HARO2,"Harouys",,47.21689462,-1.56693114,,,0,HARO,1
HAUB1,"Haubans",,47.21462644,-1.53001825,,,0,HAUB,1
HAUB2,"Haubans",,47.21445117,-1.52987340,,,0,HAUB,1
HAVE1,"Halvêque",,47.25746288,-1.52028452,,,0,HAVE,1
HAVE2,"Halvêque",,47.25709026,-1.52065450,,,0,HAVE,1
HAVE3,"Halvêque",,47.25949687,-1.51871145,,,0,HAVE,2
HAVE4,"Halvêque",,47.25884147,-1.51945794,,,0,HAVE,1
HBA99,"Hangar à Bananes",,47.20029693,-1.57298880,,,0,HBAN,1
HBAN1,"Hangar à Bananes",,47.20038230,-1.57312719,,,0,HBAN,1
HBAN2,"Hangar à Bananes",,47.20029693,-1.57298880,,,0,HBAN,2
HBDE1,"Halbarderie",,47.26828686,-1.43810608,,,0,HBDE,1
HBDE2,"Halbarderie",,47.26857801,-1.43746510,,,0,HBDE,1
HBLI1,"Hôpital Bellier",,47.22130324,-1.52428746,,,0,HBLI,1
HBLI2,"Hôpital Bellier",,47.22101603,-1.52479552,,,0,HBLI,1
HBRA1,"Herbray",,47.15030582,-1.47098227,,,0,HBRA,2
HBRA2,"Herbray",,47.15048552,-1.47099504,,,0,HBRA,2
HCOU1,"Hauts de Couëron",,47.24056965,-1.66970210,,,0,HCOU,2
HDIE1,"Haudrière",,47.15464647,-1.46772599,,,0,HDIE,1
HDIE2,"Haudrière",,47.15447112,-1.46758151,,,0,HDIE,1
HERM1,"Hermeland",,47.23058116,-1.61725107,,,0,HERM,1
HERM2,"Hermeland",,47.23067553,-1.61712581,,,0,HERM,2
HERM3,"Hermeland",,47.22978615,-1.61679561,,,0,HERM,1
HERM4,"Hermeland",,47.22996584,-1.61680890,,,0,HERM,1
HFLE1,"Hameau Fleuri",,47.25105981,-1.58992860,,,0,HFLE,1
HFLE2,"Hameau Fleuri",,47.25097895,-1.58965810,,,0,HFLE,1
HFVE1,"Haute Forêt",,47.16831427,-1.46565950,,,0,HFVE,1
HFVE2,"Haute Forêt",,47.16805341,-1.46537686,,,0,HFVE,1
HILE1,"Haute Ile",,47.19395457,-1.55548008,,,0,HILE,2
HILE2,"Haute Ile",,47.19473647,-1.55632975,,,0,HILE,2
HIND1,"Haute Indre",,47.19541271,-1.64980340,,,0,HIND,2
HIND2,"Haute Indre",,47.19442446,-1.64972979,,,0,HIND,2
HIPP1,"Hippodrome",,47.24705518,-1.56728130,,,0,HIPP,1
HIPP2,"Hippodrome",,47.24767069,-1.56772304,,,0,HIPP,1
HLAN1,"Haute Lande",,47.15477271,-1.52345288,,,0,HLAN,1
HLAN2,"Haute Lande",,47.15395523,-1.52365804,,,0,HLAN,1
HMLL1,"Houmaille",,47.18901359,-1.58696260,,,0,HMLL,1
HMLL2,"Houmaille",,47.18910344,-1.58696919,,,0,HMLL,1
HODI1,"Hôtel Dieu",,47.21212500,-1.55349737,,,0,HODI,1
HODI2,"Hôtel Dieu",,47.21151388,-1.55292423,,,0,HODI,1
HODI3,"Hôtel Dieu",,47.21259648,-1.55287075,,,0,HODI,1
HODI4,"Hôtel Dieu",,47.21241234,-1.55298954,,,0,HODI,1
HODI5,"Hotel Dieu",,47.21207075,-1.55243599,,,0,HODI,2
HOGR1,"Hongrie",,47.21590797,-1.52403029,,,0,HOGR,1
HOGR2,"Hongrie",,47.21610533,-1.52351579,,,0,HOGR,1
HOSE1,"Housseau",,47.28107173,-1.49829865,,,0,HOSE,1
HOSE2,"Housseau",,47.28079780,-1.49841134,,,0,HOSE,1
HPLA1,"Hôpital Laënnec",,47.23688456,-1.64086027,,,0,HPLA,1
HREG1,"Hôtel de Région",,47.21034330,-1.52614007,,,0,HREG,1
HREG2,"Hôtel de Région",,47.21034772,-1.52600821,,,0,HREG,2
HRLL1,"Hérelle",,47.20136272,-1.58667861,,,0,HRLL,1
HRLL2,"Hérelle",,47.20163226,-1.58669837,,,0,HRLL,1
HVCQ1,"Mairie de Carquefou",,47.29889879,-1.49031126,,,0,HVCQ,1
HVCQ2,"Mairie de Carquefou",,47.29885499,-1.49163200,,,0,HVCQ,2
HVCQ3,"Mairie de Carquefou",,47.29889441,-1.49044333,,,0,HVCQ,1
HVNA1,"Hôtel de Ville",,47.21794718,-1.55444950,,,0,HVNA,1
HVNA2,"Hôtel de Ville",,47.21777194,-1.55430456,,,0,HVNA,1
ICAM1,"ICAM",,47.27365801,-1.50186879,,,0,ICAM,2
ICAM2,"ICAM",,47.27374785,-1.50187525,,,0,ICAM,2
IDFR1,"Île de France",,47.16941272,-1.46785057,,,0,IDFR,1
